production_order_id,part_id,lot_id,production_timestamp,quantity,machine_id,operator_id,shift,plant_code,status
PO002483,PART-024,LOT-02483,2024-01-01 22:52:00,241,M010,OP019,3,PLANT1,completed
PO002484,PART-046,LOT-02484,2024-01-25 15:27:00,456,M008,OP052,2,PLANT1,in_progress
PO002485,PART-023,LOT-02485,2024-01-10 11:18:00,227,M014,OP054,1,PLANT2,completed
PO002486,PART-029,LOT-02486,2024-01-18 16:16:00,257,M012,OP044,2,PLANT2,completed
PO002487,PART-009,LOT-02487,2024-01-25 02:49:00,125,M008,OP028,3,PLANT3,completed
PO002488,PART-013,LOT-02488,2024-01-29 03:58:00,206,M015,OP071,3,PLANT2,completed
PO002489,PART-020,LOT-02489,2024-01-10 17:12:00,221,M005,OP061,2,PLANT1,completed
PO002490,PART-029,LOT-02490,2024-01-14 16:01:00,483,M020,OP053,2,PLANT1,completed
PO002491,PART-022,LOT-02491,2024-01-26 02:35:00,475,M006,OP085,3,PLANT2,delayed
PO002492,PART-028,LOT-02492,2024-01-09 04:57:00,246,M001,OP089,3,PLANT1,completed
PO002493,PART-043,LOT-02493,2024-01-08 20:14:00,159,M019,OP099,2,PLANT1,completed
PO002494,PART-037,LOT-02494,2024-01-10 00:03:00,97,M014,OP041,3,PLANT2,completed
PO002495,PART-048,LOT-02495,2024-01-06 22:36:00,410,M016,OP041,3,PLANT3,delayed
PO002496,PART-040,LOT-02496,2024-01-25 03:32:00,396,M002,OP087,3,PLANT1,completed
PO002497,PART-006,LOT-02497,2024-01-01 23:26:00,24,M002,OP043,3,PLANT1,completed
PO002498,PART-023,LOT-02498,2024-01-10 05:44:00,400,M005,OP028,3,PLANT2,in_progress
PO002499,PART-024,LOT-02499,2024-01-29 08:44:00,485,M011,OP075,1,PLANT2,completed
PO002500,PART-046,LOT-02500,2024-01-08 23:23:00,168,M010,OP013,3,PLANT3,completed
PO002501,PART-010,LOT-02501,2024-01-08 10:19:00,232,M004,OP069,1,PLANT3,completed
PO002502,PART-036,LOT-02502,2024-01-26 03:16:00,341,M016,OP090,3,PLANT2,completed
PO002503,PART-016,LOT-02503,2024-01-06 03:49:00,359,M005,OP057,3,PLANT1,completed
PO002504,PART-009,LOT-02504,2024-01-18 08:05:00,262,M013,OP062,1,PLANT1,completed
PO002505,PART-038,LOT-02505,2024-01-17 11:49:00,496,M015,OP075,1,PLANT3,completed
PO002506,PART-002,LOT-02506,2024-01-23 09:08:00,363,M019,OP045,1,PLANT2,delayed
PO002507,PART-024,LOT-02507,2024-01-04 03:14:00,110,M005,OP080,3,PLANT2,completed
PO002508,PART-010,LOT-02508,2024-01-06 01:12:00,498,M007,OP082,3,PLANT2,completed
PO002509,PART-006,LOT-02509,2024-01-17 03:26:00,328,M016,OP003,3,PLANT3,in_progress
PO002510,PART-027,LOT-02510,2024-01-08 16:39:00,206,M009,OP025,2,PLANT3,completed
PO002511,PART-034,LOT-02511,2024-01-02 01:36:00,270,M011,OP022,3,PLANT1,completed
PO002512,PART-045,LOT-02512,2024-01-14 22:55:00,154,M015,OP056,3,PLANT2,completed
PO002513,PART-048,LOT-02513,2024-01-30 21:17:00,254,M003,OP043,2,PLANT3,completed
PO002514,PART-040,LOT-02514,2024-01-01 11:39:00,396,M019,OP003,1,PLANT2,completed
PO002515,PART-031,LOT-02515,2024-01-18 07:04:00,218,M002,OP089,1,PLANT3,completed
PO002516,PART-025,LOT-02516,2024-01-16 06:36:00,207,M017,OP055,1,PLANT2,completed
PO002517,PART-009,LOT-02517,2024-01-16 18:11:00,388,M009,OP071,2,PLANT1,completed
PO002518,PART-018,LOT-02518,2024-01-04 18:59:00,487,M015,OP086,2,PLANT1,in_progress
PO002519,PART-021,LOT-02519,2024-01-24 03:44:00,478,M004,OP003,3,PLANT1,in_progress
PO002520,PART-007,LOT-02520,2024-01-12 01:22:00,58,M006,OP048,3,PLANT1,completed
PO002521,PART-016,LOT-02521,2024-01-04 23:26:00,462,M003,OP002,3,PLANT3,completed
PO002522,PART-022,LOT-02522,2024-01-29 02:25:00,56,M005,OP075,3,PLANT3,delayed
PO002523,PART-030,LOT-02523,2024-01-29 17:13:00,467,M011,OP086,2,PLANT1,completed
PO002524,PART-004,LOT-02524,2024-01-07 07:30:00,122,M003,OP024,1,PLANT1,completed
PO002525,PART-006,LOT-02525,2024-01-01 04:11:00,241,M008,OP027,3,PLANT1,completed
PO002526,PART-025,LOT-02526,2024-01-15 13:58:00,340,M017,OP025,1,PLANT2,in_progress
PO002527,PART-046,LOT-02527,2024-01-23 13:00:00,329,M006,OP061,1,PLANT2,completed
PO002528,PART-038,LOT-02528,2024-01-03 18:55:00,246,M006,OP065,2,PLANT1,completed
PO002529,PART-013,LOT-02529,2024-01-12 23:33:00,93,M018,OP074,3,PLANT1,completed
PO002530,PART-045,LOT-02530,2024-01-04 10:46:00,116,M006,OP042,1,PLANT1,completed
PO002531,PART-041,LOT-02531,2024-01-27 22:57:00,171,M020,OP053,3,PLANT3,completed
PO002532,PART-014,LOT-02532,2024-01-20 09:52:00,148,M012,OP095,1,PLANT1,completed
PO002533,PART-042,LOT-02533,2024-01-12 10:53:00,164,M006,OP009,1,PLANT1,completed
PO002534,PART-023,LOT-02534,2024-01-03 17:58:00,337,M014,OP011,2,PLANT3,completed
PO002535,PART-046,LOT-02535,2024-01-21 07:04:00,26,M003,OP041,1,PLANT3,completed
PO002536,PART-024,LOT-02536,2024-01-28 13:22:00,367,M003,OP073,1,PLANT2,completed
PO002537,PART-021,LOT-02537,2024-01-21 12:22:00,203,M016,OP048,1,PLANT2,completed
PO002538,PART-032,LOT-02538,2024-01-15 06:23:00,299,M007,OP030,1,PLANT3,completed
PO002539,PART-045,LOT-02539,2024-01-17 01:27:00,229,M015,OP060,3,PLANT2,delayed
PO002540,PART-026,LOT-02540,2024-01-22 02:24:00,464,M015,OP058,3,PLANT1,completed
PO002541,PART-049,LOT-02541,2024-01-18 13:08:00,234,M001,OP018,1,PLANT2,completed
PO002542,PART-041,LOT-02542,2024-01-07 19:10:00,224,M012,OP002,2,PLANT2,completed
PO002543,PART-043,LOT-02543,2024-01-08 20:43:00,97,M019,OP024,2,PLANT1,completed
PO002544,PART-026,LOT-02544,2024-01-22 11:51:00,96,M009,OP044,1,PLANT1,completed
PO002545,PART-026,LOT-02545,2024-01-08 04:55:00,175,M018,OP036,3,PLANT1,completed
PO002546,PART-039,LOT-02546,2024-01-23 17:11:00,241,M014,OP021,2,PLANT2,delayed
PO002547,PART-004,LOT-02547,2024-01-17 01:58:00,74,M003,OP042,3,PLANT3,completed
PO002548,PART-019,LOT-02548,2024-01-07 10:31:00,140,M017,OP064,1,PLANT1,completed
PO002549,PART-001,LOT-02549,2024-01-15 00:25:00,343,M006,OP044,3,PLANT3,completed
PO002550,PART-040,LOT-02550,2024-01-20 12:34:00,333,M004,OP077,1,PLANT1,completed
PO002551,PART-022,LOT-02551,2024-01-17 23:48:00,433,M005,OP048,3,PLANT3,delayed
PO002552,PART-005,LOT-02552,2024-01-01 19:20:00,248,M012,OP054,2,PLANT1,completed
PO002553,PART-021,LOT-02553,2024-01-11 14:58:00,485,M011,OP082,2,PLANT2,completed
PO002554,PART-036,LOT-02554,2024-01-16 12:11:00,315,M011,OP090,1,PLANT1,delayed
PO002555,PART-021,LOT-02555,2024-01-29 19:03:00,313,M008,OP091,2,PLANT3,completed
PO002556,PART-016,LOT-02556,2024-01-23 05:40:00,308,M016,OP003,3,PLANT2,completed
PO002557,PART-007,LOT-02557,2024-01-18 11:35:00,404,M005,OP080,1,PLANT2,completed
PO002558,PART-032,LOT-02558,2024-01-22 01:22:00,328,M009,OP009,3,PLANT2,completed
PO002559,PART-013,LOT-02559,2024-01-13 13:41:00,384,M005,OP047,1,PLANT1,completed
PO002560,PART-015,LOT-02560,2024-01-29 19:28:00,21,M011,OP046,2,PLANT3,completed
PO002561,PART-010,LOT-02561,2024-01-13 09:55:00,183,M016,OP041,1,PLANT3,in_progress
PO002562,PART-013,LOT-02562,2024-01-30 09:25:00,116,M020,OP078,1,PLANT1,completed
PO002563,PART-004,LOT-02563,2024-01-09 20:55:00,288,M017,OP037,2,PLANT1,completed
PO002564,PART-028,LOT-02564,2024-01-01 11:55:00,172,M009,OP027,1,PLANT1,completed
PO002565,PART-002,LOT-02565,2024-01-30 15:45:00,349,M014,OP011,2,PLANT2,completed
PO002566,PART-010,LOT-02566,2024-01-21 07:53:00,340,M013,OP072,1,PLANT1,completed
PO002567,PART-049,LOT-02567,2024-01-15 07:04:00,75,M009,OP059,1,PLANT2,completed
PO002568,PART-039,LOT-02568,2024-01-21 15:09:00,165,M006,OP076,2,PLANT1,completed
PO002569,PART-002,LOT-02569,2024-01-06 15:20:00,46,M011,OP071,2,PLANT2,completed
PO002570,PART-021,LOT-02570,2024-01-18 01:37:00,301,M001,OP081,3,PLANT2,completed
PO002571,PART-026,LOT-02571,2024-01-09 02:25:00,187,M020,OP098,3,PLANT1,completed
PO002572,PART-021,LOT-02572,2024-01-26 17:48:00,407,M019,OP006,2,PLANT3,completed
PO002573,PART-046,LOT-02573,2024-01-07 00:02:00,274,M003,OP009,3,PLANT1,completed
PO002574,PART-034,LOT-02574,2024-01-08 10:27:00,385,M008,OP012,1,PLANT2,delayed
PO002575,PART-022,LOT-02575,2024-01-04 16:38:00,231,M011,OP097,2,PLANT1,completed
PO002576,PART-035,LOT-02576,2024-01-03 19:53:00,288,M014,OP083,2,PLANT2,completed
PO002577,PART-036,LOT-02577,2024-01-05 01:43:00,436,M007,OP058,3,PLANT1,completed
PO002578,PART-017,LOT-02578,2024-01-11 08:22:00,142,M002,OP083,1,PLANT3,completed
PO002579,PART-004,LOT-02579,2024-01-30 06:13:00,451,M008,OP062,1,PLANT1,completed
PO002580,PART-049,LOT-02580,2024-01-11 14:07:00,98,M005,OP065,2,PLANT2,completed
PO002581,PART-049,LOT-02581,2024-01-29 20:51:00,363,M013,OP003,2,PLANT3,completed
PO002582,PART-032,LOT-02582,2024-01-02 01:40:00,362,M014,OP071,3,PLANT1,completed
PO002583,PART-038,LOT-02583,2024-01-02 15:19:00,126,M008,OP075,2,PLANT2,completed
PO002584,PART-045,LOT-02584,2024-01-04 16:03:00,317,M012,OP066,2,PLANT1,completed
PO002585,PART-010,LOT-02585,2024-01-25 09:42:00,23,M020,OP037,1,PLANT2,completed
PO002586,PART-033,LOT-02586,2024-01-18 16:15:00,101,M007,OP097,2,PLANT3,completed
PO002587,PART-013,LOT-02587,2024-01-15 21:14:00,479,M009,OP051,2,PLANT1,completed
PO002588,PART-029,LOT-02588,2024-01-02 07:28:00,248,M020,OP084,1,PLANT3,completed
PO002589,PART-026,LOT-02589,2024-01-10 07:28:00,114,M004,OP006,1,PLANT2,in_progress
PO002590,PART-048,LOT-02590,2024-01-10 08:33:00,122,M019,OP095,1,PLANT3,completed
PO002591,PART-045,LOT-02591,2024-01-10 18:07:00,473,M019,OP039,2,PLANT2,completed
PO002592,PART-042,LOT-02592,2024-01-29 11:53:00,137,M019,OP033,1,PLANT1,completed
PO002593,PART-020,LOT-02593,2024-01-01 13:30:00,130,M006,OP043,1,PLANT1,completed
PO002594,PART-047,LOT-02594,2024-01-18 16:25:00,388,M011,OP059,2,PLANT2,completed
PO002595,PART-011,LOT-02595,2024-01-23 09:02:00,265,M018,OP077,1,PLANT2,completed
PO002596,PART-043,LOT-02596,2024-01-12 07:26:00,59,M020,OP014,1,PLANT1,in_progress
PO002597,PART-040,LOT-02597,2024-01-03 06:38:00,458,M001,OP036,1,PLANT1,completed
PO002598,PART-025,LOT-02598,2024-01-26 20:31:00,101,M004,OP007,2,PLANT2,completed
PO002599,PART-013,LOT-02599,2024-01-20 06:12:00,399,M012,OP010,1,PLANT2,completed
PO002600,PART-002,LOT-02600,2024-01-14 12:54:00,414,M002,OP016,1,PLANT2,completed
PO002601,PART-030,LOT-02601,2024-01-10 07:32:00,81,M001,OP061,1,PLANT1,completed
PO002602,PART-006,LOT-02602,2024-01-11 16:28:00,253,M019,OP089,2,PLANT3,completed
PO002603,PART-002,LOT-02603,2024-01-26 15:11:00,265,M003,OP094,2,PLANT3,completed
PO002604,PART-005,LOT-02604,2024-01-19 02:13:00,367,M013,OP004,3,PLANT1,completed
PO002605,PART-030,LOT-02605,2024-01-19 18:28:00,109,M001,OP074,2,PLANT1,completed
PO002606,PART-050,LOT-02606,2024-01-13 18:44:00,383,M010,OP093,2,PLANT2,completed
PO002607,PART-018,LOT-02607,2024-01-02 02:39:00,363,M009,OP025,3,PLANT1,completed
PO002608,PART-001,LOT-02608,2024-01-30 14:10:00,42,M019,OP056,2,PLANT3,delayed
PO002609,PART-032,LOT-02609,2024-01-11 12:52:00,386,M002,OP037,1,PLANT2,completed
PO002610,PART-024,LOT-02610,2024-01-21 18:21:00,440,M016,OP070,2,PLANT1,completed
PO002611,PART-024,LOT-02611,2024-01-26 01:51:00,296,M005,OP042,3,PLANT3,completed
PO002612,PART-027,LOT-02612,2024-01-08 22:00:00,317,M013,OP048,3,PLANT2,delayed
PO002613,PART-050,LOT-02613,2024-01-14 07:25:00,95,M016,OP087,1,PLANT3,completed
PO002614,PART-028,LOT-02614,2024-01-04 22:25:00,328,M009,OP018,3,PLANT2,delayed
PO002615,PART-042,LOT-02615,2024-01-22 05:36:00,250,M018,OP088,3,PLANT1,in_progress
PO002616,PART-022,LOT-02616,2024-01-24 01:04:00,490,M005,OP077,3,PLANT2,completed
PO002617,PART-048,LOT-02617,2024-01-08 06:08:00,455,M019,OP018,1,PLANT1,in_progress
PO002618,PART-026,LOT-02618,2024-01-04 17:17:00,441,M014,OP015,2,PLANT3,completed
PO002619,PART-034,LOT-02619,2024-01-05 17:23:00,314,M001,OP033,2,PLANT3,completed
PO002620,PART-011,LOT-02620,2024-01-11 07:42:00,370,M011,OP063,1,PLANT1,completed
PO002621,PART-024,LOT-02621,2024-01-25 23:03:00,499,M013,OP067,3,PLANT3,in_progress
PO002622,PART-015,LOT-02622,2024-01-27 06:15:00,199,M014,OP089,1,PLANT1,completed
PO002623,PART-042,LOT-02623,2024-01-21 15:30:00,99,M007,OP092,2,PLANT1,in_progress
PO002624,PART-033,LOT-02624,2024-01-05 21:44:00,273,M005,OP010,2,PLANT3,delayed
PO002625,PART-016,LOT-02625,2024-01-19 11:35:00,175,M007,OP070,1,PLANT3,completed
PO002626,PART-013,LOT-02626,2024-01-02 01:40:00,28,M001,OP038,3,PLANT1,completed
PO002627,PART-050,LOT-02627,2024-01-04 05:55:00,54,M009,OP058,3,PLANT1,completed
PO002628,PART-023,LOT-02628,2024-01-19 08:11:00,25,M020,OP039,1,PLANT2,completed
PO002629,PART-014,LOT-02629,2024-01-14 19:48:00,239,M020,OP076,2,PLANT2,completed
PO002630,PART-038,LOT-02630,2024-01-02 21:44:00,367,M016,OP005,2,PLANT2,completed
PO002631,PART-002,LOT-02631,2024-01-12 15:22:00,378,M016,OP050,2,PLANT3,completed
PO002632,PART-028,LOT-02632,2024-01-27 17:17:00,337,M012,OP088,2,PLANT2,delayed
PO002633,PART-025,LOT-02633,2024-01-02 18:14:00,269,M003,OP061,2,PLANT2,completed
PO002634,PART-006,LOT-02634,2024-01-12 04:01:00,390,M004,OP059,3,PLANT2,completed
PO002635,PART-016,LOT-02635,2024-01-28 11:18:00,260,M002,OP042,1,PLANT2,completed
PO002636,PART-046,LOT-02636,2024-01-21 12:49:00,130,M020,OP053,1,PLANT1,completed
PO002637,PART-009,LOT-02637,2024-01-28 00:10:00,461,M001,OP065,3,PLANT2,completed
PO002638,PART-012,LOT-02638,2024-01-22 01:54:00,160,M019,OP050,3,PLANT3,completed
PO002639,PART-004,LOT-02639,2024-01-12 12:33:00,319,M004,OP090,1,PLANT3,completed
PO002640,PART-029,LOT-02640,2024-01-14 08:27:00,457,M006,OP006,1,PLANT2,completed
PO002641,PART-028,LOT-02641,2024-01-05 23:47:00,371,M005,OP010,3,PLANT1,completed
PO002642,PART-016,LOT-02642,2024-01-01 06:13:00,218,M006,OP099,1,PLANT2,completed
PO002643,PART-012,LOT-02643,2024-01-11 04:02:00,194,M019,OP064,3,PLANT1,completed
PO002644,PART-045,LOT-02644,2024-01-06 06:48:00,71,M006,OP018,1,PLANT1,completed
PO002645,PART-039,LOT-02645,2024-01-26 14:41:00,32,M015,OP064,2,PLANT2,completed
PO002646,PART-028,LOT-02646,2024-01-01 22:25:00,382,M017,OP089,3,PLANT2,completed
PO002647,PART-007,LOT-02647,2024-01-20 01:14:00,262,M002,OP036,3,PLANT2,completed
PO002648,PART-028,LOT-02648,2024-01-04 01:06:00,53,M003,OP034,3,PLANT3,completed
PO002649,PART-026,LOT-02649,2024-01-24 01:54:00,490,M008,OP018,3,PLANT1,completed
PO002650,PART-006,LOT-02650,2024-01-26 23:03:00,115,M007,OP058,3,PLANT3,delayed
PO002651,PART-024,LOT-02651,2024-01-26 08:47:00,154,M016,OP009,1,PLANT3,completed
PO002652,PART-027,LOT-02652,2024-01-06 06:32:00,306,M002,OP030,1,PLANT1,completed
PO002653,PART-009,LOT-02653,2024-01-18 18:45:00,25,M012,OP008,2,PLANT3,completed
PO002654,PART-008,LOT-02654,2024-01-24 20:57:00,360,M009,OP075,2,PLANT3,completed
PO002655,PART-009,LOT-02655,2024-01-15 13:00:00,491,M008,OP062,1,PLANT1,completed
PO002656,PART-031,LOT-02656,2024-01-22 18:24:00,265,M007,OP013,2,PLANT1,completed
PO002657,PART-041,LOT-02657,2024-01-29 12:53:00,297,M003,OP019,1,PLANT3,completed
PO002658,PART-033,LOT-02658,2024-01-07 14:49:00,460,M003,OP062,2,PLANT3,delayed
PO002659,PART-005,LOT-02659,2024-01-26 18:23:00,104,M008,OP081,2,PLANT2,in_progress
PO002660,PART-024,LOT-02660,2024-01-11 06:08:00,443,M009,OP053,1,PLANT1,completed
PO002661,PART-003,LOT-02661,2024-01-15 14:03:00,419,M013,OP004,2,PLANT1,completed
PO002662,PART-024,LOT-02662,2024-01-18 18:49:00,250,M020,OP029,2,PLANT3,delayed
PO002663,PART-031,LOT-02663,2024-01-28 23:37:00,424,M017,OP053,3,PLANT3,in_progress
PO002664,PART-041,LOT-02664,2024-01-08 03:47:00,143,M020,OP067,3,PLANT2,completed
PO002665,PART-005,LOT-02665,2024-01-20 16:40:00,327,M001,OP054,2,PLANT1,completed
PO002666,PART-046,LOT-02666,2024-01-07 14:59:00,415,M002,OP048,2,PLANT2,completed
PO002667,PART-030,LOT-02667,2024-01-30 14:09:00,433,M011,OP039,2,PLANT3,completed
PO002668,PART-020,LOT-02668,2024-01-22 09:16:00,281,M016,OP050,1,PLANT3,completed
PO002669,PART-036,LOT-02669,2024-01-28 13:02:00,326,M019,OP018,1,PLANT2,completed
PO002670,PART-045,LOT-02670,2024-01-23 06:51:00,195,M018,OP067,1,PLANT3,completed
PO002671,PART-017,LOT-02671,2024-01-29 15:10:00,157,M009,OP037,2,PLANT3,completed
PO002672,PART-021,LOT-02672,2024-01-15 18:04:00,484,M008,OP073,2,PLANT1,completed
PO002673,PART-020,LOT-02673,2024-01-09 17:32:00,442,M011,OP067,2,PLANT3,completed
PO002674,PART-017,LOT-02674,2024-01-28 04:54:00,237,M007,OP099,3,PLANT3,in_progress
PO002675,PART-009,LOT-02675,2024-01-14 10:14:00,117,M012,OP092,1,PLANT3,completed
PO002676,PART-014,LOT-02676,2024-01-22 01:22:00,317,M017,OP023,3,PLANT1,completed
PO002677,PART-019,LOT-02677,2024-01-30 01:30:00,146,M007,OP077,3,PLANT3,in_progress
PO002678,PART-012,LOT-02678,2024-01-30 11:13:00,434,M016,OP048,1,PLANT1,completed
PO002679,PART-046,LOT-02679,2024-01-13 07:43:00,497,M019,OP059,1,PLANT3,completed
PO002680,PART-017,LOT-02680,2024-01-28 13:53:00,56,M009,OP016,1,PLANT2,in_progress
PO002681,PART-026,LOT-02681,2024-01-01 03:34:00,54,M007,OP033,3,PLANT2,completed
PO002682,PART-036,LOT-02682,2024-01-27 13:25:00,440,M009,OP066,1,PLANT3,completed
PO002683,PART-018,LOT-02683,2024-01-03 07:41:00,238,M016,OP077,1,PLANT1,completed
PO002684,PART-025,LOT-02684,2024-01-15 06:02:00,81,M005,OP024,1,PLANT1,completed
PO002685,PART-004,LOT-02685,2024-01-02 20:49:00,453,M003,OP036,2,PLANT1,completed
PO002686,PART-018,LOT-02686,2024-01-06 19:10:00,421,M004,OP096,2,PLANT3,completed
PO002687,PART-003,LOT-02687,2024-01-26 18:50:00,50,M001,OP015,2,PLANT2,delayed
PO002688,PART-047,LOT-02688,2024-01-13 14:44:00,165,M014,OP031,2,PLANT1,completed
PO002689,PART-039,LOT-02689,2024-01-26 23:15:00,404,M009,OP071,3,PLANT2,in_progress
PO002690,PART-010,LOT-02690,2024-01-02 01:04:00,303,M019,OP041,3,PLANT1,completed
PO002691,PART-025,LOT-02691,2024-01-10 05:53:00,297,M020,OP003,3,PLANT1,completed
PO002692,PART-048,LOT-02692,2024-01-28 22:47:00,158,M016,OP016,3,PLANT1,completed
PO002693,PART-027,LOT-02693,2024-01-11 01:21:00,143,M015,OP079,3,PLANT1,in_progress
PO002694,PART-015,LOT-02694,2024-01-13 17:15:00,74,M001,OP031,2,PLANT3,completed
PO002695,PART-038,LOT-02695,2024-01-28 07:03:00,454,M013,OP058,1,PLANT1,completed
PO002696,PART-006,LOT-02696,2024-01-19 14:13:00,384,M015,OP057,2,PLANT1,completed
PO002697,PART-025,LOT-02697,2024-01-28 23:48:00,404,M013,OP003,3,PLANT3,completed
PO002698,PART-014,LOT-02698,2024-01-23 08:52:00,243,M017,OP044,1,PLANT2,completed
PO002699,PART-033,LOT-02699,2024-01-29 00:26:00,218,M015,OP078,3,PLANT1,completed
PO002700,PART-046,LOT-02700,2024-01-04 12:29:00,327,M013,OP022,1,PLANT2,completed
PO002701,PART-021,LOT-02701,2024-01-17 01:51:00,227,M009,OP032,3,PLANT3,completed
PO002702,PART-015,LOT-02702,2024-01-18 06:27:00,327,M016,OP004,1,PLANT3,delayed
PO002703,PART-016,LOT-02703,2024-01-30 09:01:00,377,M003,OP058,1,PLANT3,in_progress
PO002704,PART-025,LOT-02704,2024-01-27 00:24:00,196,M012,OP049,3,PLANT1,completed
PO002705,PART-047,LOT-02705,2024-01-21 06:24:00,485,M014,OP012,1,PLANT2,completed
PO002706,PART-015,LOT-02706,2024-01-13 05:57:00,207,M009,OP062,3,PLANT1,completed
PO002707,PART-038,LOT-02707,2024-01-30 08:31:00,284,M020,OP068,1,PLANT1,in_progress
PO002708,PART-025,LOT-02708,2024-01-17 14:12:00,44,M008,OP012,2,PLANT3,delayed
PO002709,PART-006,LOT-02709,2024-01-29 00:14:00,376,M018,OP007,3,PLANT2,completed
PO002710,PART-017,LOT-02710,2024-01-21 14:54:00,96,M010,OP019,2,PLANT2,completed
PO002711,PART-012,LOT-02711,2024-01-11 10:13:00,229,M010,OP022,1,PLANT3,completed
PO002712,PART-006,LOT-02712,2024-01-29 06:14:00,46,M019,OP084,1,PLANT3,completed
PO002713,PART-036,LOT-02713,2024-01-22 09:38:00,236,M006,OP031,1,PLANT1,in_progress
PO002714,PART-013,LOT-02714,2024-01-28 10:14:00,384,M003,OP009,1,PLANT1,completed
PO002715,PART-012,LOT-02715,2024-01-25 07:13:00,83,M015,OP071,1,PLANT2,completed
PO002716,PART-010,LOT-02716,2024-01-25 06:53:00,497,M006,OP032,1,PLANT1,completed
PO002717,PART-011,LOT-02717,2024-01-13 09:27:00,282,M001,OP065,1,PLANT3,in_progress
PO002718,PART-026,LOT-02718,2024-01-07 03:24:00,105,M002,OP061,3,PLANT1,in_progress
PO002719,PART-016,LOT-02719,2024-01-28 17:09:00,447,M012,OP074,2,PLANT2,completed
PO002720,PART-030,LOT-02720,2024-01-08 23:18:00,383,M004,OP092,3,PLANT1,completed
PO002721,PART-039,LOT-02721,2024-01-02 22:10:00,54,M013,OP018,3,PLANT1,completed
PO002722,PART-034,LOT-02722,2024-01-23 07:09:00,366,M013,OP071,1,PLANT3,completed
PO002723,PART-034,LOT-02723,2024-01-22 05:40:00,351,M017,OP046,3,PLANT3,completed
PO002724,PART-048,LOT-02724,2024-01-19 10:35:00,404,M009,OP068,1,PLANT2,completed
PO002725,PART-032,LOT-02725,2024-01-06 17:53:00,432,M002,OP027,2,PLANT1,completed
PO002726,PART-024,LOT-02726,2024-01-14 13:58:00,79,M020,OP053,1,PLANT2,completed
PO002727,PART-024,LOT-02727,2024-01-02 02:04:00,181,M016,OP026,3,PLANT1,completed
PO002728,PART-050,LOT-02728,2024-01-30 01:21:00,404,M005,OP058,3,PLANT3,completed
PO002729,PART-048,LOT-02729,2024-01-07 08:44:00,352,M010,OP051,1,PLANT1,completed
PO002730,PART-015,LOT-02730,2024-01-20 23:32:00,149,M016,OP052,3,PLANT2,completed
PO002731,PART-024,LOT-02731,2024-01-10 07:34:00,257,M005,OP054,1,PLANT1,completed
PO002732,PART-010,LOT-02732,2024-01-30 03:04:00,492,M004,OP038,3,PLANT2,completed
PO002733,PART-030,LOT-02733,2024-01-18 14:13:00,474,M014,OP010,2,PLANT3,completed
PO002734,PART-033,LOT-02734,2024-01-26 02:30:00,264,M002,OP062,3,PLANT1,completed
PO002735,PART-013,LOT-02735,2024-01-15 02:58:00,492,M017,OP022,3,PLANT1,delayed
PO002736,PART-010,LOT-02736,2024-01-26 13:24:00,158,M002,OP004,1,PLANT3,completed
PO002737,PART-034,LOT-02737,2024-01-17 21:31:00,32,M015,OP052,2,PLANT2,completed
PO002738,PART-030,LOT-02738,2024-01-16 18:56:00,338,M011,OP037,2,PLANT2,completed
PO002739,PART-034,LOT-02739,2024-01-27 15:39:00,83,M015,OP098,2,PLANT2,completed
PO002740,PART-033,LOT-02740,2024-01-02 15:29:00,361,M018,OP094,2,PLANT3,completed
PO002741,PART-005,LOT-02741,2024-01-07 23:28:00,497,M013,OP043,3,PLANT3,completed
PO002742,PART-047,LOT-02742,2024-01-29 21:48:00,156,M005,OP019,2,PLANT1,completed
PO002743,PART-025,LOT-02743,2024-01-13 13:12:00,221,M008,OP006,1,PLANT1,completed
PO002744,PART-009,LOT-02744,2024-01-09 20:26:00,234,M019,OP025,2,PLANT2,completed
PO002745,PART-010,LOT-02745,2024-01-20 10:18:00,300,M019,OP033,1,PLANT1,completed
PO002746,PART-005,LOT-02746,2024-01-08 10:28:00,459,M002,OP034,1,PLANT3,completed
PO002747,PART-005,LOT-02747,2024-01-10 23:18:00,259,M006,OP087,3,PLANT2,completed
PO002748,PART-043,LOT-02748,2024-01-21 22:00:00,435,M011,OP079,3,PLANT3,delayed
PO002749,PART-031,LOT-02749,2024-01-12 17:53:00,315,M018,OP071,2,PLANT3,completed
PO002750,PART-043,LOT-02750,2024-01-15 20:39:00,289,M005,OP086,2,PLANT3,in_progress
PO002751,PART-038,LOT-02751,2024-01-24 16:01:00,369,M009,OP077,2,PLANT1,completed
PO002752,PART-002,LOT-02752,2024-01-20 17:54:00,267,M009,OP043,2,PLANT3,completed
PO002753,PART-047,LOT-02753,2024-01-19 10:03:00,46,M019,OP039,1,PLANT2,completed
PO002754,PART-010,LOT-02754,2024-01-26 06:13:00,134,M008,OP032,1,PLANT2,delayed
PO002755,PART-007,LOT-02755,2024-01-25 16:14:00,278,M012,OP053,2,PLANT3,completed
PO002756,PART-037,LOT-02756,2024-01-16 01:46:00,173,M003,OP032,3,PLANT1,completed
PO002757,PART-043,LOT-02757,2024-01-04 00:26:00,416,M011,OP008,3,PLANT2,completed
PO002758,PART-028,LOT-02758,2024-01-08 00:15:00,232,M016,OP004,3,PLANT2,delayed
PO002759,PART-008,LOT-02759,2024-01-15 00:25:00,140,M016,OP063,3,PLANT2,completed
