measurement_id,component_id,lot_id,feature_name,nominal_value,upper_tolerance,lower_tolerance,measured_value,measurement_timestamp,cmm_machine_id,inspector_id,result
M0002147,PART-046,LOT-02147,flatness,0,0.1,0,-0.022,1/9/2024 23:19,CMM2,QC020,fail
M0002148,PART-008,LOT-02148,length,20,20.2,19.8,19.98,1/3/2024 14:13,CMM2,QC011,pass
M0002149,PART-018,LOT-02149,parallelism,0,0.1,0,-0.045,1/11/2024 2:05,CMM3,QC020,fail
M0002150,PART-044,LOT-02150,width,10,10.1,9.9,9.973,1/16/2024 12:40,CMM1,QC016,pass
M0002151,PART-034,LOT-02151,thickness,5,5.05,4.95,4.992,1/1/2024 21:28,CMM1,QC012,pass
M0002152,PART-005,LOT-02152,width,10,10.1,9.9,10.029,1/11/2024 16:44,CMM3,QC018,pass
M0002153,PART-012,LOT-02153,outer_diameter,100,100.5,99.5,100.044,1/21/2024 21:18,CMM1,QC019,pass
M0002154,PART-027,LOT-02154,bore_diameter,50,50.4,49.6,50.026,1/9/2024 17:55,CMM2,QC001,pass
M0002155,PART-008,LOT-02155,length,20,20.2,19.8,20.057,1/17/2024 23:57,CMM3,QC014,pass
M0002156,PART-030,LOT-02156,flatness,0,0.1,0,-0.005,1/5/2024 0:17,CMM3,QC014,fail
M0002157,PART-021,LOT-02157,width,10,10.1,9.9,10.013,1/29/2024 16:41,CMM2,QC013,pass
M0002158,PART-014,LOT-02158,bore_diameter,50,50.4,49.6,49.986,1/30/2024 20:48,CMM1,QC006,pass
M0002159,PART-020,LOT-02159,outer_diameter,100,100.5,99.5,100.044,1/31/2024 13:34,CMM2,QC005,pass
M0002160,PART-004,LOT-02160,flatness,0,0.1,0,-0.019,1/18/2024 14:18,CMM2,QC010,fail
M0002161,PART-021,LOT-02161,thickness,5,5.05,4.95,4.959,1/21/2024 5:10,CMM1,QC005,pass
M0002162,PART-019,LOT-02162,thickness,5,5.05,4.95,4.998,1/13/2024 13:17,CMM1,QC017,pass
M0002163,PART-038,LOT-02163,angle,45,46,44,45.474,1/19/2024 3:09,CMM3,QC008,pass
M0002164,PART-011,LOT-02164,angle,45,46,44,45.309,1/3/2024 7:07,CMM2,QC006,pass
M0002165,PART-014,LOT-02165,thickness,5,5.05,4.95,5.016,1/21/2024 23:53,CMM2,QC019,pass
M0002166,PART-033,LOT-02166,angle,45,46,44,46.448,1/27/2024 21:30,CMM2,QC011,fail
M0002167,PART-017,LOT-02167,parallelism,0,0.1,0,0.041,1/12/2024 5:23,CMM2,QC018,pass
M0002168,PART-041,LOT-02168,angle,45,46,44,45.03,1/11/2024 10:37,CMM1,QC011,pass
M0002169,PART-037,LOT-02169,outer_diameter,100,100.5,99.5,100.033,1/19/2024 1:46,CMM3,QC018,pass
M0002170,PART-041,LOT-02170,thickness,5,5.05,4.95,4.99,1/18/2024 20:59,CMM3,QC002,pass
M0002171,PART-022,LOT-02171,outer_diameter,100,100.5,99.5,99.947,1/31/2024 7:39,CMM1,QC006,pass
M0002172,PART-030,LOT-02172,parallelism,0,0.1,0,0.021,1/27/2024 13:13,CMM1,QC020,pass
M0002173,PART-037,LOT-02173,thickness,5,5.05,4.95,5.02,1/22/2024 19:06,CMM2,QC011,pass
M0002174,PART-024,LOT-02174,length,20,20.2,19.8,19.991,1/29/2024 23:23,CMM2,QC016,pass
M0002175,PART-015,LOT-02175,thickness,5,5.05,4.95,4.992,1/25/2024 14:44,CMM3,QC020,pass
M0002176,PART-026,LOT-02176,bore_diameter,50,50.4,49.6,50,1/28/2024 13:47,CMM3,QC017,pass
M0002177,PART-039,LOT-02177,angle,45,46,44,45.2,1/26/2024 0:26,CMM1,QC002,pass
M0002178,PART-022,LOT-02178,thickness,5,5.05,4.95,4.976,1/4/2024 7:45,CMM3,QC003,pass
M0002179,PART-030,LOT-02179,length,20,20.2,19.8,19.847,1/20/2024 2:31,CMM3,QC011,pass
M0002180,PART-012,LOT-02180,parallelism,0,0.1,0,-0.018,1/15/2024 7:04,CMM3,QC018,fail
M0002181,PART-028,LOT-02181,angle,45,46,44,44.593,1/5/2024 14:29,CMM3,QC020,pass
M0002182,PART-050,LOT-02182,parallelism,0,0.1,0,-0.017,1/18/2024 15:47,CMM2,QC006,fail
M0002183,PART-036,LOT-02183,thickness,5,5.05,4.95,4.998,1/19/2024 17:24,CMM1,QC014,pass
M0002184,PART-030,LOT-02184,length,20,20.2,19.8,20.242,1/12/2024 2:08,CMM2,QC008,fail
M0002185,PART-009,LOT-02185,width,10,10.1,9.9,9.985,1/20/2024 6:46,CMM1,QC003,pass
M0002186,PART-028,LOT-02186,parallelism,0,0.1,0,0.048,1/28/2024 16:00,CMM2,QC005,pass
M0002187,PART-048,LOT-02187,length,20,20.2,19.8,20.022,1/28/2024 14:32,CMM3,QC007,pass
M0002188,PART-024,LOT-02188,width,10,10.1,9.9,10.01,1/17/2024 13:42,CMM2,QC004,pass
M0002189,PART-026,LOT-02189,outer_diameter,100,100.5,99.5,100.104,1/5/2024 12:23,CMM1,QC008,pass
M0002190,PART-014,LOT-02190,width,10,10.1,9.9,9.962,1/16/2024 16:47,CMM3,QC008,pass
M0002191,PART-028,LOT-02191,bore_diameter,50,50.4,49.6,50.139,1/8/2024 19:39,CMM2,QC010,pass
M0002192,PART-003,LOT-02192,outer_diameter,100,100.5,99.5,99.987,1/13/2024 16:06,CMM1,QC014,pass
M0002193,PART-007,LOT-02193,flatness,0,0.1,0,0.022,1/22/2024 14:49,CMM3,QC001,pass
M0002194,PART-042,LOT-02194,width,10,10.1,9.9,9.964,1/20/2024 15:47,CMM3,QC018,pass
M0002195,PART-033,LOT-02195,bore_diameter,50,50.4,49.6,49.793,1/20/2024 6:25,CMM1,QC002,pass
M0002196,PART-043,LOT-02196,width,10,10.1,9.9,10.027,1/20/2024 13:46,CMM3,QC014,pass
M0002197,PART-041,LOT-02197,parallelism,0,0.1,0,0.013,1/7/2024 11:39,CMM2,QC008,pass
M0002198,PART-046,LOT-02198,flatness,0,0.1,0,-0.03,1/17/2024 10:58,CMM2,QC010,fail
M0002199,PART-028,LOT-02199,angle,45,46,44,44.71,1/26/2024 1:46,CMM3,QC002,pass
M0002200,PART-022,LOT-02200,width,10,10.1,9.9,10.038,1/29/2024 4:36,CMM1,QC020,pass
M0002201,PART-030,LOT-02201,angle,45,46,44,44.604,1/22/2024 15:00,CMM2,QC007,pass
M0002202,PART-032,LOT-02202,angle,45,46,44,45.548,1/23/2024 20:42,CMM1,QC004,pass
M0002203,PART-028,LOT-02203,bore_diameter,50,50.4,49.6,49.88,1/17/2024 23:35,CMM1,QC019,pass
M0002204,PART-012,LOT-02204,angle,45,46,44,45.213,1/14/2024 23:17,CMM1,QC018,pass
M0002205,PART-041,LOT-02205,length,20,20.2,19.8,19.978,1/3/2024 5:54,CMM1,QC003,pass
M0002206,PART-048,LOT-02206,width,10,10.1,9.9,10.02,1/20/2024 23:46,CMM1,QC010,pass
M0002207,PART-047,LOT-02207,angle,45,46,44,44.819,1/7/2024 14:59,CMM2,QC001,pass
M0002208,PART-030,LOT-02208,length,20,20.2,19.8,19.989,1/29/2024 3:11,CMM2,QC005,pass
M0002209,PART-021,LOT-02209,flatness,0,0.1,0,0.139,1/18/2024 19:11,CMM3,QC004,fail
M0002210,PART-007,LOT-02210,thickness,5,5.05,4.95,5.001,1/19/2024 17:09,CMM2,QC014,pass
M0002211,PART-028,LOT-02211,length,20,20.2,19.8,19.933,1/20/2024 7:42,CMM2,QC018,pass
M0002212,PART-048,LOT-02212,width,10,10.1,9.9,10.025,1/5/2024 6:35,CMM3,QC005,pass
M0002213,PART-020,LOT-02213,parallelism,0,0.1,0,-0.017,1/30/2024 13:22,CMM2,QC008,fail
M0002214,PART-024,LOT-02214,bore_diameter,50,50.4,49.6,49.97,1/27/2024 20:14,CMM1,QC014,pass
M0002215,PART-045,LOT-02215,angle,45,46,44,44.669,1/9/2024 20:50,CMM2,QC006,pass
M0002216,PART-012,LOT-02216,bore_diameter,50,50.4,49.6,49.658,1/15/2024 22:12,CMM2,QC017,pass
M0002217,PART-027,LOT-02217,width,10,10.1,9.9,9.994,1/31/2024 4:51,CMM1,QC012,pass
M0002218,PART-041,LOT-02218,length,20,20.2,19.8,20.161,1/16/2024 20:30,CMM3,QC020,pass
M0002219,PART-015,LOT-02219,outer_diameter,100,100.5,99.5,100.131,1/5/2024 18:36,CMM3,QC010,pass
M0002220,PART-030,LOT-02220,angle,45,46,44,44.994,1/28/2024 18:09,CMM3,QC011,pass
M0002221,PART-036,LOT-02221,outer_diameter,100,100.5,99.5,99.956,1/3/2024 9:43,CMM3,QC009,pass
M0002222,PART-010,LOT-02222,angle,45,46,44,45.007,1/23/2024 1:34,CMM3,QC010,pass
M0002223,PART-044,LOT-02223,thickness,5,5.05,4.95,5.009,1/19/2024 14:03,CMM1,QC008,pass
M0002224,PART-006,LOT-02224,bore_diameter,50,50.4,49.6,50.48,1/30/2024 12:38,CMM1,QC017,fail
M0002225,PART-034,LOT-02225,flatness,0,0.1,0,-0.039,1/18/2024 18:15,CMM2,QC009,fail
M0002226,PART-030,LOT-02226,parallelism,0,0.1,0,0.037,1/2/2024 12:17,CMM3,QC019,pass
M0002227,PART-037,LOT-02227,parallelism,0,0.1,0,0.024,1/22/2024 5:20,CMM3,QC012,pass
M0002228,PART-032,LOT-02228,bore_diameter,50,50.4,49.6,50.096,1/13/2024 11:22,CMM2,QC013,pass
M0002229,PART-008,LOT-02229,parallelism,0,0.1,0,0.015,1/7/2024 8:55,CMM3,QC008,pass
M0002230,PART-012,LOT-02230,flatness,0,0.1,0,0.001,1/10/2024 5:47,CMM3,QC011,pass
M0002231,PART-014,LOT-02231,bore_diameter,50,50.4,49.6,50.09,1/21/2024 8:45,CMM3,QC001,pass
M0002232,PART-041,LOT-02232,bore_diameter,50,50.4,49.6,50.079,1/6/2024 14:23,CMM3,QC003,pass
M0002233,PART-015,LOT-02233,parallelism,0,0.1,0,-0.012,1/21/2024 6:14,CMM1,QC016,fail
M0002234,PART-012,LOT-02234,width,10,10.1,9.9,9.981,1/20/2024 7:57,CMM1,QC008,pass
M0002235,PART-042,LOT-02235,outer_diameter,100,100.5,99.5,100.017,1/9/2024 10:09,CMM3,QC010,pass
M0002236,PART-027,LOT-02236,bore_diameter,50,50.4,49.6,50.207,1/21/2024 5:09,CMM3,QC005,pass
M0002237,PART-040,LOT-02237,outer_diameter,100,100.5,99.5,99.793,1/24/2024 14:48,CMM2,QC016,pass
M0002238,PART-002,LOT-02238,angle,45,46,44,44.511,1/17/2024 2:00,CMM2,QC010,pass
M0002239,PART-044,LOT-02239,length,20,20.2,19.8,20.011,1/7/2024 0:21,CMM3,QC007,pass
M0002240,PART-042,LOT-02240,length,20,20.2,19.8,20.003,1/20/2024 17:15,CMM2,QC016,pass
M0002241,PART-047,LOT-02241,angle,45,46,44,45.058,1/12/2024 19:23,CMM3,QC002,pass
M0002242,PART-019,LOT-02242,flatness,0,0.1,0,0.008,1/4/2024 23:47,CMM3,QC017,pass
M0002243,PART-016,LOT-02243,outer_diameter,100,100.5,99.5,99.963,1/30/2024 9:54,CMM2,QC004,pass
M0002244,PART-008,LOT-02244,angle,45,46,44,45.497,1/29/2024 13:44,CMM3,QC014,pass
M0002245,PART-005,LOT-02245,outer_diameter,100,100.5,99.5,99.733,1/2/2024 9:31,CMM3,QC019,pass
M0002246,PART-034,LOT-02246,thickness,5,5.05,4.95,4.986,1/23/2024 21:35,CMM1,QC014,pass
M0002247,PART-046,LOT-02247,width,10,10.1,9.9,9.997,1/26/2024 12:55,CMM3,QC001,pass
M0002248,PART-029,LOT-02248,angle,45,46,44,44.452,1/23/2024 20:10,CMM2,QC004,pass
M0002249,PART-047,LOT-02249,flatness,0,0.1,0,-0.006,1/2/2024 23:35,CMM1,QC007,fail
M0002250,PART-029,LOT-02250,angle,45,46,44,45.554,1/21/2024 0:07,CMM1,QC005,pass
M0002251,PART-049,LOT-02251,thickness,5,5.05,4.95,5,1/27/2024 13:18,CMM3,QC005,pass
M0002252,PART-043,LOT-02252,angle,45,46,44,45.077,1/17/2024 12:11,CMM1,QC019,pass
M0002253,PART-022,LOT-02253,length,20,20.2,19.8,19.916,1/30/2024 14:16,CMM3,QC014,pass
M0002254,PART-016,LOT-02254,parallelism,0,0.1,0,-0.021,1/13/2024 14:59,CMM3,QC013,fail
M0002255,PART-029,LOT-02255,parallelism,0,0.1,0,-0.013,1/14/2024 2:43,CMM2,QC019,fail
M0002256,PART-010,LOT-02256,flatness,0,0.1,0,-0.011,1/24/2024 22:55,CMM3,QC014,fail
M0002257,PART-046,LOT-02257,width,10,10.1,9.9,10.043,1/14/2024 16:05,CMM2,QC002,pass
M0002258,PART-046,LOT-02258,thickness,5,5.05,4.95,5.009,1/22/2024 0:26,CMM3,QC006,pass
M0002259,PART-009,LOT-02259,length,20,20.2,19.8,19.926,1/9/2024 4:02,CMM3,QC003,pass
M0002260,PART-002,LOT-02260,flatness,0,0.1,0,0.008,1/11/2024 6:11,CMM1,QC004,pass
M0002261,PART-024,LOT-02261,length,20,20.2,19.8,20.033,1/25/2024 4:31,CMM3,QC001,pass
M0002262,PART-011,LOT-02262,outer_diameter,100,100.5,99.5,100.19,1/17/2024 4:58,CMM1,QC020,pass
M0002263,PART-024,LOT-02263,outer_diameter,100,100.5,99.5,100.263,1/19/2024 12:51,CMM2,QC008,pass
M0002264,PART-031,LOT-02264,parallelism,0,0.1,0,-0.034,1/10/2024 16:34,CMM1,QC017,fail
M0002265,PART-022,LOT-02265,angle,45,46,44,44.73,1/11/2024 19:34,CMM2,QC001,pass
M0002266,PART-050,LOT-02266,flatness,0,0.1,0,-0.042,1/6/2024 21:37,CMM1,QC001,fail
M0002267,PART-041,LOT-02267,flatness,0,0.1,0,-0.008,1/2/2024 15:19,CMM2,QC007,fail
M0002268,PART-043,LOT-02268,angle,45,46,44,45.155,1/3/2024 10:52,CMM2,QC020,pass
M0002269,PART-036,LOT-02269,thickness,5,5.05,4.95,5.016,1/26/2024 22:05,CMM3,QC010,pass
M0002270,PART-034,LOT-02270,outer_diameter,100,100.5,99.5,100.512,1/14/2024 3:51,CMM1,QC007,fail
M0002271,PART-042,LOT-02271,length,20,20.2,19.8,19.995,1/12/2024 4:42,CMM1,QC005,pass
M0002272,PART-018,LOT-02272,thickness,5,5.05,4.95,4.995,1/26/2024 13:54,CMM3,QC015,pass
M0002273,PART-005,LOT-02273,thickness,5,5.05,4.95,5.003,1/8/2024 0:46,CMM1,QC011,pass
M0002274,PART-038,LOT-02274,length,20,20.2,19.8,19.944,1/28/2024 0:54,CMM2,QC014,pass
M0002275,PART-004,LOT-02275,outer_diameter,100,100.5,99.5,100.348,1/16/2024 20:16,CMM3,QC005,pass
M0002276,PART-006,LOT-02276,bore_diameter,50,50.4,49.6,49.786,1/24/2024 1:57,CMM1,QC014,pass
M0002277,PART-032,LOT-02277,angle,45,46,44,45.062,1/15/2024 17:38,CMM1,QC003,pass
M0002278,PART-008,LOT-02278,angle,45,46,44,45.675,1/22/2024 20:28,CMM3,QC003,pass
M0002279,PART-030,LOT-02279,outer_diameter,100,100.5,99.5,100.001,1/1/2024 10:32,CMM3,QC003,pass
M0002280,PART-012,LOT-02280,parallelism,0,0.1,0,-0.006,1/17/2024 12:57,CMM1,QC007,fail
M0002281,PART-020,LOT-02281,flatness,0,0.1,0,-0.012,1/14/2024 1:34,CMM1,QC013,fail
M0002282,PART-036,LOT-02282,thickness,5,5.05,4.95,4.997,1/25/2024 5:28,CMM1,QC008,pass
M0002283,PART-021,LOT-02283,length,20,20.2,19.8,20.092,1/25/2024 0:33,CMM3,QC017,pass
M0002284,PART-028,LOT-02284,thickness,5,5.05,4.95,4.963,1/15/2024 8:44,CMM1,QC016,pass
M0002285,PART-012,LOT-02285,bore_diameter,50,50.4,49.6,50.204,1/11/2024 13:27,CMM3,QC020,pass
M0002286,PART-033,LOT-02286,thickness,5,5.05,4.95,4.976,1/14/2024 22:33,CMM1,QC016,pass
M0002287,PART-040,LOT-02287,angle,45,46,44,44.911,1/12/2024 5:41,CMM3,QC007,pass
M0002288,PART-026,LOT-02288,outer_diameter,100,100.5,99.5,99.928,1/9/2024 4:37,CMM3,QC009,pass
M0002289,PART-034,LOT-02289,angle,45,46,44,45.196,1/24/2024 9:29,CMM2,QC011,pass
M0002290,PART-017,LOT-02290,flatness,0,0.1,0,-0.053,1/22/2024 17:31,CMM3,QC011,fail
M0002291,PART-047,LOT-02291,bore_diameter,50,50.4,49.6,50.062,1/19/2024 0:35,CMM1,QC002,pass
M0002292,PART-026,LOT-02292,angle,45,46,44,45.675,1/21/2024 4:36,CMM3,QC002,pass
M0002293,PART-009,LOT-02293,parallelism,0,0.1,0,-0.045,1/22/2024 3:02,CMM3,QC013,fail
M0002294,PART-043,LOT-02294,angle,45,46,44,45.063,1/14/2024 6:32,CMM2,QC018,pass
M0002295,PART-025,LOT-02295,outer_diameter,100,100.5,99.5,99.89,1/16/2024 5:44,CMM3,QC020,pass
M0002296,PART-040,LOT-02296,width,10,10.1,9.9,10.014,1/24/2024 7:20,CMM1,QC003,pass
M0002297,PART-021,LOT-02297,angle,45,46,44,45.006,1/24/2024 8:56,CMM2,QC015,pass
M0002298,PART-025,LOT-02298,parallelism,0,0.1,0,-0.021,1/24/2024 15:58,CMM1,QC008,fail
M0002299,PART-007,LOT-02299,flatness,0,0.1,0,0.016,1/4/2024 15:17,CMM2,QC015,pass
M0002300,PART-019,LOT-02300,flatness,0,0.1,0,0.06,1/6/2024 9:16,CMM3,QC006,pass
M0002301,PART-050,LOT-02301,length,20,20.2,19.8,19.987,1/21/2024 19:57,CMM2,QC004,pass
M0002302,PART-013,LOT-02302,angle,45,46,44,45.24,1/28/2024 10:40,CMM3,QC001,pass
M0002303,PART-049,LOT-02303,length,20,20.2,19.8,19.914,1/14/2024 7:46,CMM2,QC019,pass
M0002304,PART-050,LOT-02304,thickness,5,5.05,4.95,4.984,1/6/2024 1:16,CMM2,QC011,pass
M0002305,PART-014,LOT-02305,parallelism,0,0.1,0,0.016,1/10/2024 11:07,CMM2,QC003,pass
M0002306,PART-013,LOT-02306,width,10,10.1,9.9,10.049,1/14/2024 4:55,CMM2,QC011,pass
M0002307,PART-042,LOT-02307,angle,45,46,44,43.558,1/19/2024 18:40,CMM3,QC019,fail
M0002308,PART-004,LOT-02308,outer_diameter,100,100.5,99.5,100.059,1/25/2024 21:31,CMM2,QC013,pass
M0002309,PART-033,LOT-02309,parallelism,0,0.1,0,-0.01,1/16/2024 6:14,CMM1,QC019,fail
M0002310,PART-041,LOT-02310,angle,45,46,44,45,1/6/2024 1:18,CMM3,QC007,pass
M0002311,PART-050,LOT-02311,flatness,0,0.1,0,-0.042,1/6/2024 9:41,CMM3,QC010,fail
M0002312,PART-030,LOT-02312,outer_diameter,100,100.5,99.5,100.101,1/29/2024 23:19,CMM1,QC014,pass
M0002313,PART-028,LOT-02313,flatness,0,0.1,0,0.029,1/14/2024 10:24,CMM3,QC008,pass
M0002314,PART-005,LOT-02314,flatness,0,0.1,0,-0.031,1/10/2024 10:26,CMM1,QC001,fail
M0002315,PART-045,LOT-02315,length,20,20.2,19.8,19.77,1/22/2024 8:17,CMM3,QC007,fail
M0002316,PART-040,LOT-02316,outer_diameter,100,100.5,99.5,99.925,1/19/2024 3:55,CMM1,QC019,pass
M0002317,PART-017,LOT-02317,flatness,0,0.1,0,-0.016,1/12/2024 9:27,CMM2,QC008,fail
M0002318,PART-013,LOT-02318,parallelism,0,0.1,0,0.009,1/27/2024 4:26,CMM1,QC015,pass
M0002319,PART-050,LOT-02319,width,10,10.1,9.9,9.985,1/8/2024 9:57,CMM3,QC008,pass
M0002320,PART-039,LOT-02320,flatness,0,0.1,0,-0.002,1/4/2024 1:05,CMM1,QC015,fail
M0002321,PART-021,LOT-02321,outer_diameter,100,100.5,99.5,100.35,1/17/2024 4:25,CMM1,QC012,pass
M0002322,PART-011,LOT-02322,flatness,0,0.1,0,-0.008,1/21/2024 3:25,CMM2,QC010,fail
M0002323,PART-029,LOT-02323,width,10,10.1,9.9,9.988,1/7/2024 21:28,CMM2,QC002,pass
M0002324,PART-048,LOT-02324,angle,45,46,44,44.784,1/11/2024 15:49,CMM1,QC020,pass
M0002325,PART-014,LOT-02325,width,10,10.1,9.9,10.025,1/18/2024 23:36,CMM3,QC020,pass
M0002326,PART-038,LOT-02326,bore_diameter,50,50.4,49.6,49.976,1/26/2024 11:09,CMM2,QC009,pass
M0002327,PART-032,LOT-02327,flatness,0,0.1,0,-0.022,1/30/2024 5:39,CMM3,QC016,fail
M0002328,PART-006,LOT-02328,width,10,10.1,9.9,10.044,1/24/2024 4:40,CMM2,QC017,pass
M0002329,PART-030,LOT-02329,flatness,0,0.1,0,0.047,1/1/2024 20:38,CMM1,QC011,pass
M0002330,PART-007,LOT-02330,width,10,10.1,9.9,9.98,1/17/2024 11:24,CMM3,QC006,pass
M0002331,PART-042,LOT-02331,flatness,0,0.1,0,-0.062,1/15/2024 18:26,CMM1,QC011,fail
M0002332,PART-031,LOT-02332,thickness,5,5.05,4.95,5.017,1/3/2024 1:18,CMM1,QC002,pass
M0002333,PART-012,LOT-02333,angle,45,46,44,44.772,1/27/2024 11:40,CMM1,QC003,pass
M0002334,PART-031,LOT-02334,thickness,5,5.05,4.95,5.013,1/3/2024 14:35,CMM3,QC015,pass
M0002335,PART-024,LOT-02335,bore_diameter,50,50.4,49.6,50.52,1/29/2024 5:32,CMM1,QC015,fail
M0002336,PART-034,LOT-02336,width,10,10.1,9.9,9.934,1/8/2024 17:20,CMM2,QC013,pass
M0002337,PART-002,LOT-02337,parallelism,0,0.1,0,0.03,1/25/2024 12:27,CMM1,QC010,pass
M0002338,PART-017,LOT-02338,parallelism,0,0.1,0,-0.04,1/30/2024 8:17,CMM3,QC008,fail
M0002339,PART-031,LOT-02339,bore_diameter,50,50.4,49.6,50.097,1/3/2024 6:22,CMM1,QC007,pass
M0002340,PART-049,LOT-02340,outer_diameter,100,100.5,99.5,100.002,1/29/2024 1:43,CMM3,QC013,pass
M0002341,PART-023,LOT-02341,parallelism,0,0.1,0,-0.032,1/11/2024 17:14,CMM1,QC004,fail
M0002342,PART-030,LOT-02342,width,10,10.1,9.9,9.986,1/20/2024 19:22,CMM2,QC005,pass
M0002343,PART-041,LOT-02343,thickness,5,5.05,4.95,5.011,1/2/2024 21:47,CMM1,QC012,pass
M0002344,PART-043,LOT-02344,outer_diameter,100,100.5,99.5,100.018,1/27/2024 2:48,CMM3,QC002,pass
M0002345,PART-032,LOT-02345,width,10,10.1,9.9,10.019,1/28/2024 13:56,CMM2,QC001,pass
M0002346,PART-010,LOT-02346,thickness,5,5.05,4.95,5.033,1/12/2024 18:21,CMM2,QC003,pass
M0002347,PART-019,LOT-02347,length,20,20.2,19.8,19.896,1/30/2024 3:45,CMM3,QC020,pass
M0002348,PART-043,LOT-02348,bore_diameter,50,50.4,49.6,50.216,1/15/2024 6:53,CMM1,QC008,pass
M0002349,PART-037,LOT-02349,parallelism,0,0.1,0,0.003,1/14/2024 8:20,CMM2,QC014,pass
M0002350,PART-010,LOT-02350,bore_diameter,50,50.4,49.6,49.88,1/28/2024 8:49,CMM1,QC017,pass
M0002351,PART-013,LOT-02351,angle,45,46,44,44.557,1/9/2024 10:58,CMM1,QC010,pass
M0002352,PART-016,LOT-02352,bore_diameter,50,50.4,49.6,49.975,1/9/2024 20:49,CMM3,QC016,pass
M0002353,PART-023,LOT-02353,width,10,10.1,9.9,10.031,1/10/2024 7:04,CMM2,QC007,pass
M0002354,PART-030,LOT-02354,bore_diameter,50,50.4,49.6,49.983,1/30/2024 14:38,CMM1,QC014,pass
M0002355,PART-042,LOT-02355,width,10,10.1,9.9,10.05,1/26/2024 9:57,CMM3,QC007,pass
M0002356,PART-032,LOT-02356,parallelism,0,0.1,0,-0.048,1/26/2024 10:32,CMM2,QC013,fail
M0002357,PART-017,LOT-02357,width,10,10.1,9.9,10,1/3/2024 20:56,CMM2,QC004,pass
M0002358,PART-035,LOT-02358,angle,45,46,44,44.583,1/8/2024 4:52,CMM1,QC018,pass
M0002359,PART-046,LOT-02359,angle,45,46,44,45.121,1/15/2024 0:59,CMM1,QC003,pass
M0002360,PART-006,LOT-02360,parallelism,0,0.1,0,0.03,1/24/2024 2:17,CMM2,QC015,pass
M0002361,PART-044,LOT-02361,parallelism,0,0.1,0,-0.014,1/12/2024 6:19,CMM2,QC003,fail
M0002362,PART-034,LOT-02362,length,20,20.2,19.8,19.826,1/30/2024 2:22,CMM3,QC018,pass
M0002363,PART-035,LOT-02363,length,20,20.2,19.8,20.013,1/18/2024 2:07,CMM1,QC005,pass
M0002364,PART-011,LOT-02364,parallelism,0,0.1,0,0.015,1/6/2024 17:22,CMM2,QC002,pass
M0002365,PART-015,LOT-02365,angle,45,46,44,45.135,1/9/2024 22:04,CMM1,QC008,pass
M0002366,PART-026,LOT-02366,bore_diameter,50,50.4,49.6,50.165,1/14/2024 11:51,CMM2,QC015,pass
M0002367,PART-009,LOT-02367,parallelism,0,0.1,0,-0.036,1/14/2024 22:40,CMM3,QC006,fail
M0002368,PART-020,LOT-02368,thickness,5,5.05,4.95,5.011,1/11/2024 18:00,CMM3,QC006,pass
M0002369,PART-027,LOT-02369,flatness,0,0.1,0,0.04,1/9/2024 9:14,CMM2,QC003,pass
M0002370,PART-011,LOT-02370,width,10,10.1,9.9,9.941,1/31/2024 3:41,CMM3,QC014,pass
M0002371,PART-023,LOT-02371,parallelism,0,0.1,0,0.011,1/6/2024 1:02,CMM2,QC004,pass
M0002372,PART-048,LOT-02372,thickness,5,5.05,4.95,4.992,1/28/2024 19:59,CMM2,QC006,pass
M0002373,PART-018,LOT-02373,angle,45,46,44,44.973,1/16/2024 16:41,CMM2,QC017,pass
M0002374,PART-050,LOT-02374,length,20,20.2,19.8,20.023,1/30/2024 10:32,CMM1,QC014,pass
M0002375,PART-008,LOT-02375,bore_diameter,50,50.4,49.6,49.935,1/27/2024 0:11,CMM2,QC004,pass
M0002376,PART-049,LOT-02376,outer_diameter,100,100.5,99.5,99.887,1/17/2024 8:52,CMM3,QC014,pass
M0002377,PART-017,LOT-02377,parallelism,0,0.1,0,0.001,1/6/2024 17:14,CMM3,QC012,pass
M0002378,PART-046,LOT-02378,outer_diameter,100,100.5,99.5,99.819,1/24/2024 7:15,CMM2,QC014,pass
M0002379,PART-047,LOT-02379,parallelism,0,0.1,0,-0.036,1/30/2024 3:58,CMM2,QC002,fail
M0002380,PART-045,LOT-02380,flatness,0,0.1,0,0.023,1/22/2024 2:22,CMM1,QC020,pass
M0002381,PART-018,LOT-02381,width,10,10.1,9.9,9.962,1/14/2024 2:19,CMM1,QC019,pass
M0002382,PART-043,LOT-02382,width,10,10.1,9.9,10.022,1/13/2024 6:25,CMM3,QC002,pass
M0002383,PART-032,LOT-02383,length,20,20.2,19.8,20.031,1/12/2024 21:08,CMM3,QC014,pass
M0002384,PART-018,LOT-02384,bore_diameter,50,50.4,49.6,49.77,1/7/2024 9:33,CMM2,QC012,pass
M0002385,PART-025,LOT-02385,flatness,0,0.1,0,-0.023,1/29/2024 5:35,CMM1,QC018,fail
M0002386,PART-042,LOT-02386,length,20,20.2,19.8,20.08,1/7/2024 2:40,CMM2,QC005,pass
M0002387,PART-044,LOT-02387,thickness,5,5.05,4.95,4.984,1/29/2024 15:31,CMM1,QC011,pass
M0002388,PART-042,LOT-02388,outer_diameter,100,100.5,99.5,99.923,1/21/2024 21:51,CMM3,QC016,pass
M0002389,PART-026,LOT-02389,length,20,20.2,19.8,20.031,1/31/2024 0:04,CMM3,QC001,pass
